"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AT3G49490",1190.61596125542,1.11603798235964,0.21015056001852,5.31065909251582,1.09229484579305e-07,5.77434523761616e-07
"AT1G80080",48.9969479938924,-1.20447901527471,0.226827172927749,-5.3101178299232,1.09554382576307e-07,5.79013057024757e-07
"AT2G44970",670.672171462827,0.810829600634823,0.15271029385507,5.3095936113144,1.09869941181933e-07,5.80541484267768e-07
"AT2G01980",289.735997295351,1.02692633383469,0.193420192168367,5.3093026241065,1.10045483290861e-07,5.81243836814649e-07
"AT2G20270",492.812793505785,-0.985765040262962,0.185668107486045,-5.30928576593077,1.1005566153512e-07,5.81243836814649e-07
"AT3G58690",94.3321256809926,-1.53471663978955,0.289098540939301,-5.30862810584637,1.1045344031864e-07,5.83204759936645e-07
"AT3G47300",149.987663027762,0.907743901965792,0.17102033440393,5.30781269449403,1.10948565569478e-07,5.85678618247127e-07
"AT4G12710",151.101847175556,0.754749619924816,0.142204589626663,5.30749128355351,1.11144318831099e-07,5.86571335576014e-07
"AT3G01960",39.4127787800104,-2.49482719411448,0.470088062005509,-5.30714858716247,1.11353404023489e-07,5.87533968317559e-07
"AT1G28520",680.158126089353,0.794042728736969,0.149635343184197,5.30651857936748,1.11738776564955e-07,5.89426061908764e-07
"AT5G46260",195.883431575459,1.12388461181446,0.211799934429921,5.30635014047335,1.11842028241273e-07,5.89829407860202e-07
"AT3G01370",886.953002394726,-0.830403976172548,0.156512065005099,-5.30568666476602,1.12249632316375e-07,5.91837261576138e-07
"AT3G57270",7.12346947053953,5.11591332446426,0.964411613349866,5.30469900366943,1.12859062517283e-07,5.94908029328594e-07
"AT4G32295",55.930968053519,-1.20947935200702,0.228018424378366,-5.30430536613152,1.13102845447012e-07,5.96050371242774e-07
"AT2G31130",195.056831382105,0.868760826460974,0.163808530287665,5.30351395580767,1.13594515388836e-07,5.98394947791825e-07
"AT5G57830",51.4649930097238,-0.994109696846689,0.187444020423511,-5.30350178469601,1.13602092913517e-07,5.98394947791825e-07
"AT2G47590",1065.35512629491,-1.78217710553463,0.336040575681453,-5.30345807770556,1.1362930816605e-07,5.98395146424322e-07
"AT1G21780",587.345811620645,1.18864853692834,0.224137744479219,5.30320557873976,1.1378665652437e-07,5.98949826571221e-07
"AT4G22980",149.027715860324,1.51017827553666,0.284767268101902,5.30320175349736,1.13789041899692e-07,5.98949826571221e-07
"AT5G48230",440.014712857445,-0.867489450303009,0.163588586239503,-5.30287271407158,1.13994408146516e-07,5.99887399275813e-07
"AT1G20830",243.48075148034,-0.620804804785231,0.117107029600587,-5.30117454863801,1.15060014177881e-07,6.05224835272753e-07
"AT5G60210",191.985092348625,-1.15619509420384,0.218101920079526,-5.3011688011837,1.1506363704477e-07,6.05224835272753e-07
"AT1G18490",155.802299068853,-1.12105797894576,0.211482629110591,-5.30094591532397,1.15204216733045e-07,6.05819547176542e-07
"AT4G23170",1546.06272894314,1.91768747127124,0.361792478250468,5.30051780110152,1.15474705435169e-07,6.0709695899512e-07
"AT4G17460",272.128719697604,-2.21272926535126,0.417487072668461,-5.30011444715667,1.15730112430437e-07,6.08246599451031e-07
"AT1G49450",254.654342660538,3.56941995942643,0.673464632368156,5.30008524259842,1.15748626201282e-07,6.08246599451031e-07
"AT5G64490",33.7120687322044,1.14509803968739,0.216065933730313,5.29976206761344,1.15953689329428e-07,6.09178795431961e-07
"AT3G09730",17.9278329723424,-1.6836447917073,0.317708707130572,-5.29933474884387,1.16225374249693e-07,6.10345457894381e-07
"AT2G36440",5.07706368747089,5.21176387044334,0.983476816368657,5.29932560046205,1.16231197427157e-07,6.10345457894381e-07
"AT2G36090",115.183309778847,2.75510292660691,0.519921086061594,5.29907903423735,1.16388249479075e-07,6.1102443419892e-07
"AT1G63350",219.867769545891,1.10412843978573,0.208373318659209,5.29879951468987,1.16566539722558e-07,6.11814558191008e-07
"AT1G75640",23.3970029301513,-1.55587990195723,0.293660482504316,-5.29822701607242,1.16932530627728e-07,6.13589241983155e-07
"AT3G21100",68.9815686260509,-0.864504798606991,0.163171460139383,-5.29813729599845,1.16989988192378e-07,6.13744474629444e-07
"AT2G45180",15937.8755815345,-2.52343086435547,0.476511215801258,-5.29563792137044,1.18601636792224e-07,6.22051176486705e-07
"AT5G03970",112.796818033293,0.759587611281809,0.143453275331599,5.2950175555489,1.19004977264192e-07,6.24018001763032e-07
"AT4G29790",593.353639191638,0.730769884598191,0.138039934142497,5.2939020084132,1.19733609176884e-07,6.2768919210872e-07
"AT4G26760",174.396155896802,-1.03170878875218,0.194970473297704,-5.29161555235515,1.21240548087657e-07,6.35437845225906e-07
"AT2G32630",13.5455470479011,-1.87425369649615,0.354214544581898,-5.29129513501048,1.21453186651683e-07,6.3640082429718e-07
"AT1G79520",469.457533720521,1.6387687899515,0.3097479577426,5.29065244495756,1.21880783334736e-07,6.38489433134479e-07
"AT5G40950",3312.43179024954,-1.71206636364884,0.323658938485334,-5.28972371861875,1.22501260823094e-07,6.41587240914099e-07
"AT1G72130",147.96678216976,-1.85638477040787,0.35094907903695,-5.28961288487216,1.22575512112852e-07,6.41823454387816e-07
"AT3G15356",1786.32213081799,1.74249363043935,0.329433773385697,5.28935941367269,1.22745484776299e-07,6.42560647599753e-07
"AT1G08380",37724.2024700756,-2.26443594488152,0.42811919745099,-5.28926513542001,1.22808764033878e-07,6.42739093534093e-07
"AT5G13890",190.279468925659,0.979101722097651,0.185113528131029,5.28919594360825,1.22855225435211e-07,6.42829456661711e-07
"AT4G22740",916.379226844333,0.58986095931792,0.111523968429419,5.28909585647709,1.22922462735604e-07,6.43028459138162e-07
"AT3G59890",35.9564499624022,-1.58258452960807,0.299244836081668,-5.28859428396672,1.2325994959808e-07,6.44640753028627e-07
"AT1G66170",6.83114650578677,5.04525665797797,0.954011327558203,5.28846619766175,1.23346277034273e-07,6.44939047195589e-07
"AT4G03190",171.232280603686,-1.21400666990927,0.229565720485297,-5.28827504098993,1.23475221357178e-07,6.4545997717055e-07
"AT3G17210",869.467644717719,-1.11302330203094,0.210484033404847,-5.28792271806263,1.23713221822096e-07,6.46550609560622e-07
"AT5G15960",1047.74052087857,-3.55283295596897,0.671987747751298,-5.28705019973649,1.24304535829624e-07,6.49486775011074e-07
"AT2G26560",2946.98127939292,2.36896972884816,0.44820315174476,5.28548208468919,1.2537414293958e-07,6.54920018800397e-07
"AT3G11150",13.9403662455611,4.50329894690056,0.852053926522804,5.28522762083654,1.25548549671513e-07,6.55675513915411e-07
"AT3G27830",2515.23983377496,-1.73646488845388,0.328615908613293,-5.28417779827362,1.2627057160621e-07,6.59283028494936e-07
"AT1G14290",325.194716252343,-1.84371991079089,0.348916040288086,-5.28413629040558,1.26299201298557e-07,6.59283028494936e-07
"AT2G28000",2458.38884877092,-1.79502113094541,0.339752952462803,-5.28331282460874,1.26868479577311e-07,6.62097696926577e-07
"AT4G28300",1826.36951913334,1.42550370032225,0.269844572193615,5.28268435690247,1.27304621297873e-07,6.64216386667434e-07
"AT4G09500",89.0338217855391,-2.20073389790168,0.416606489183569,-5.28252428860266,1.27415936475592e-07,6.64639680009377e-07
"AT1G13020",709.78568896552,0.613871785621315,0.116228164288589,5.28160957697914,1.28053856838118e-07,6.67809052548956e-07
"AT3G05520",366.142674839282,-1.04391730691557,0.197670196418468,-5.28110623568965,1.28406204114459e-07,6.69487994835936e-07
"AT2G29050",68.4076261317739,-0.946695171506464,0.179274833772613,-5.28069194980945,1.28696914650651e-07,6.70844854824346e-07
"AT1G06950",1096.15809021048,-1.05416774626871,0.199643463960702,-5.28025173153785,1.2900652007685e-07,6.72299540604043e-07
"AT1G22690",361.535824213804,-2.11416375106943,0.400440607458176,-5.27959380665519,1.29470582107945e-07,6.74558276586069e-07
"AT2G22310",184.897009360347,0.6718576841383,0.127259335679974,5.27943730452795,1.29581207161155e-07,6.74974927673128e-07
"AT4G27700",1685.78404167752,-1.35998330530198,0.257602408113445,-5.27938894384506,1.29615409871359e-07,6.74993399845692e-07
"AT1G15890",146.293222022108,1.46135542749242,0.27684793668486,5.27854910168936,1.30210776255416e-07,6.77933523667945e-07
"AT5G38110",54.9583460856692,-0.806346208285781,0.152777003518665,-5.27792920213457,1.3065192090246e-07,6.80069502229401e-07
"AT5G16040",132.528156066351,-1.4047069342068,0.266173410867896,-5.27741268230571,1.31020600473387e-07,6.81827364978262e-07
"AT5G23310",256.560505557514,-1.53082994998053,0.29018238196256,-5.27540624495266,1.32462319228629e-07,6.8916714196029e-07
"AT1G07450",12.231857777648,-3.04414479723442,0.577114770184575,-5.27476501123136,1.32926302956961e-07,6.91398244885853e-07
"AT3G51050",640.904276237571,0.600367847859929,0.113819703512535,5.27472686478938,1.329539544394e-07,6.91398244885853e-07
"AT1G16210",1222.12158113533,0.695057451284242,0.13177470472055,5.27458932849233,1.33053697558215e-07,6.91753556750125e-07
"AT5G12290",308.290091328213,0.679353158851241,0.128807718678988,5.27416497876429,1.33361897943412e-07,6.93192225901333e-07
"AT4G10040",454.954578763243,0.930759930028036,0.176509094559106,5.27315565440374,1.34097736109906e-07,6.96852479034202e-07
"AT1G53800",280.242650072438,-1.14364610354724,0.216883256346417,-5.27309541000504,1.34141780692891e-07,6.96916877606438e-07
"AT3G10520",684.130479045892,-2.5515212959561,0.483961760251292,-5.27215475584526,1.34831309246719e-07,7.00333986080267e-07
"AT5G41180",163.740806363841,1.1638227088625,0.220760977071398,5.27186790121019,1.35042263892736e-07,7.01264284526005e-07
"AT3G53710",974.956936555657,0.444580340511327,0.0843340552660581,5.27165851456757,1.3519644965158e-07,7.01899417219639e-07
"AT4G32272",202.467339928524,0.753063038369479,0.142856915734196,5.27144964945659,1.35350421021551e-07,7.02533137683289e-07
"AT3G56790",18.7627480579725,3.45136749013355,0.654858429119739,5.27040248191182,1.36124933565402e-07,7.0638670451167e-07
"AT2G26170",220.912484506827,1.61873591522413,0.307155141355738,5.27009220187318,1.36355246974712e-07,7.07415133809899e-07
"AT1G14390",7.59508976182859,-1.99268832615657,0.378169618956093,-5.26929776024111,1.3694666130065e-07,7.10316039697932e-07
"AT1G09400",11.2479244260568,3.59500544117086,0.682390137053902,5.26825527797289,1.37726492400467e-07,7.14192630634356e-07
"AT3G51670",1073.50645950295,1.20762388089504,0.229259589418837,5.26749561035294,1.38297467155257e-07,7.16984608388145e-07
"AT5G51340",650.074569016434,0.736130869740768,0.139758853696039,5.26715016811585,1.38557862119441e-07,7.18165491559757e-07
"AT3G20510",477.848498037642,1.57287131026334,0.298630089419198,5.26695522652253,1.38705018698231e-07,7.18759026052637e-07
"AT1G65860",395.286827625742,-2.06620622516646,0.392322806243049,-5.26659728235739,1.38975615609651e-07,7.1999178929254e-07
"AT2G41790",1412.15173224653,0.970140487071933,0.184255937668358,5.26517896437122,1.40052857785672e-07,7.25401981351432e-07
"AT2G15820",177.368426161641,-0.826455882422706,0.156988415219846,-5.26443866106514,1.40618337189381e-07,7.28159583310391e-07
"AT3G14860",304.43664118448,-0.541921384586524,0.102957487453774,-5.26354515818809,1.41303779429574e-07,7.31536942271423e-07
"AT4G37030",33.4985825010647,2.98723648234269,0.56754873719549,5.26340080871988,1.41414818544589e-07,7.31939697864306e-07
"AT5G66170",119.561319709615,2.64094619494066,0.501832675996054,5.26260309713556,1.42029972299124e-07,7.34950864884165e-07
"AT5G53080",65.182914005759,-1.22287656559112,0.232417848308061,-5.26154326999124,1.42851260810448e-07,7.3902703489766e-07
"AT4G32290",135.730671801783,-1.48716037365193,0.282661707572718,-5.26127287074903,1.43061534798812e-07,7.39941008503696e-07
"AT4G37980",1360.63338610023,-1.17298319786293,0.222976338712639,-5.26057251022771,1.43607557856918e-07,7.42590701947772e-07
"AT1G62050",79.2247381717229,-1.37094987856462,0.260634295974727,-5.26005172664445,1.44014883219712e-07,7.44522117570235e-07
"AT4G03030",1002.09091125637,1.19719655618506,0.227607181482722,5.25992435030412,1.44114679224978e-07,7.4486314722431e-07
"AT2G24740",11.0495298297738,5.14744225538838,0.97883679329677,5.25873392851482,1.45050582609315e-07,7.49524460899297e-07
"AT1G60160",395.870055372595,-0.92072221026588,0.175098996705503,-5.25829517923756,1.45397005373137e-07,7.51138260043577e-07
"AT2G07170",19.3356643735841,-1.43117930433329,0.272228979497808,-5.2572628636872,1.4621524884428e-07,7.55188212304332e-07
"AT3G54720",193.086135782047,-1.66975463579996,0.317633245577709,-5.25686356528273,1.46532937419581e-07,7.56651551619214e-07
"AT1G47480",89.6703609389366,1.81384772080844,0.345068707314162,5.25648278838874,1.46836511766522e-07,7.58041340228668e-07
"AT5G44390",76.1598816386846,1.74757782913445,0.332484161250577,5.25612354754361,1.47123474079382e-07,7.59238326489974e-07
"AT5G12340",66.2009177880162,3.35020232479046,0.637392433260473,5.25610620705531,1.47137339410152e-07,7.59238326489974e-07
"AT5G64100",103.788919120533,5.3462745569733,1.01730428068392,5.25533476904184,1.47755456103814e-07,7.62249210987295e-07
"AT1G34044",14.3316749586947,1.94543013195217,0.370213456711047,5.25488767813913,1.48114837560046e-07,7.63924219582358e-07
"AT1G17200",418.353188341493,-1.81410035614078,0.345286644272436,-5.25389668622523,1.48914434732797e-07,7.67868389683075e-07
"AT1G11910",8813.96973709049,0.866138723622906,0.164880338221803,5.25313529171528,1.49531612043473e-07,7.70870295943151e-07
"AT3G61870",1673.00460339922,-1.92790373268569,0.367018586049243,-5.2528776633318,1.49741002123691e-07,7.71769050739569e-07
"AT4G01883",337.543695021158,-1.55451011739742,0.295940491413905,-5.25277940159689,1.49820940025283e-07,7.72000341089793e-07
"AT5G53300",7570.63333517339,0.852078186112492,0.162217973917145,5.25267432169818,1.49906470306273e-07,7.72260332990999e-07
"AT5G03250",24.3026547797673,-1.44468974060831,0.275122067959134,-5.25108636804409,1.5120475587021e-07,7.78766389415269e-07
"AT3G60160",114.132771561051,1.4826179620291,0.282514791938595,5.24793038925675,1.53817392200144e-07,7.92037264140029e-07
"AT3G06690",37.55854380557,1.71408037252359,0.326695328855409,5.24672445892919,1.54827189472701e-07,7.97050516205267e-07
"AT3G58640",1199.32971938655,0.791307702002138,0.150821399253361,5.24665402866898,1.5488636264116e-07,7.9707037660122e-07
"AT3G17120",183.829780410449,-1.32897317300757,0.253300163469804,-5.2466336965708,1.5490344906334e-07,7.9707037660122e-07
"AT5G58600",107.315636848903,-2.03215805052544,0.387365990244856,-5.24609310497524,1.55358413451921e-07,7.9922466060383e-07
"AT3G46440",859.775681264927,1.57590996357041,0.300504189892373,5.24421960350977,1.56945182040303e-07,8.07199023163607e-07
"AT5G49890",550.278258360099,0.521613179692638,0.0994702921866499,5.24390919365013,1.57209593686749e-07,8.08370115318739e-07
"AT3G52155",416.617613604657,-0.991571534862285,0.189116870178682,-5.24316806811273,1.57842638460367e-07,8.11435725804427e-07
"AT1G13920",47.3367139772119,-2.23731840328713,0.426738473015578,-5.24283265925605,1.58129943118133e-07,8.12722942944691e-07
"AT1G20890",141.546258365536,1.00613469787614,0.191917697407995,5.24253214510598,1.58387787120793e-07,8.13858178955804e-07
"AT5G15160",27.3326177328079,-2.08906750827187,0.398570077129796,-5.24140578569213,1.59357836756402e-07,8.18651621489139e-07
"AT5G48830",277.624193877855,-1.17413098735951,0.224081997025384,-5.23973814472258,1.6080460901306e-07,8.25891271576754e-07
"AT4G27470",532.45381204391,1.02657077304721,0.195930284952245,5.23946960674007,1.61038764943611e-07,8.26901008985172e-07
"AT3G01290",5867.06029933715,2.56152626542777,0.488919768591612,5.23915462204879,1.61313841002492e-07,8.28120343015356e-07
"AT5G28500",1394.50620952048,-1.67577929952026,0.319908271404251,-5.23831188285428,1.62052040769534e-07,8.3171604514303e-07
"AT3G24170",2492.78508623458,1.41910280700947,0.27099248998043,5.23668684365368,1.63484731437786e-07,8.38714889899887e-07
"AT4G10470",142.599729890433,-1.18705779698083,0.226681423517284,-5.23667876512305,1.63491884251536e-07,8.38714889899887e-07
"AT1G07650",1365.09173541019,0.929143062584633,0.177452306317039,5.23601570398646,1.64079998192848e-07,8.41535849105551e-07
"AT1G78170",156.725082939977,-2.32557213791576,0.444160205797215,-5.23588585281213,1.64195411300114e-07,8.41931664183955e-07
"AT2G45730",183.391202732136,-1.0928400144568,0.208728139945438,-5.23571002329858,1.64351815560462e-07,8.42537433064085e-07
"AT2G06520",14682.3059404857,-1.93053692918095,0.368755018327402,-5.23528313712848,1.64732139964083e-07,8.44290562786122e-07
"AT5G16510",503.65854253067,0.963314137945169,0.184017800747304,5.23489648302017,1.65077354900251e-07,8.45835800759755e-07
"AT3G46740",1052.01013044181,-1.12619765730197,0.215135390366889,-5.23483214631197,1.65134864240362e-07,8.45835800759755e-07
"AT3G26100",1082.02813813113,1.39564155549772,0.266607542868672,5.23481646648383,1.65148883071405e-07,8.45835800759755e-07
"AT1G55480",2039.65358860031,-1.51528918399714,0.289619730772984,-5.23199569294844,1.67689658971855e-07,8.58649049126117e-07
"AT3G58980",46.6321714760829,-1.05293691531398,0.201255125927278,-5.23185141477813,1.67820626624443e-07,8.5911986910416e-07
"AT2G06925",368.189046842649,-2.03725613965277,0.389493525391732,-5.23052632929854,1.69028099444484e-07,8.65100114730042e-07
"AT1G64690",21.5338058481333,-1.74811880318426,0.334232123022475,-5.23025371522028,1.69277556444765e-07,8.6617551424607e-07
"AT1G61795",64.1131722273176,-2.25739904324458,0.431690016555346,-5.22921299236291,1.70233152917662e-07,8.70862816203783e-07
"AT2G29410",24.5358488853118,1.69920590138659,0.325060159963092,5.22735822679567,1.71949153056075e-07,8.79437038789468e-07
"AT4G23890",452.551716232492,-0.901778237531902,0.172521043366263,-5.22706227562874,1.72224505050886e-07,8.80640769208176e-07
"AT3G03720",690.558406530035,0.623674616717478,0.119328505482019,5.22653505294641,1.7271608784537e-07,8.82949343436116e-07
"AT3G61610",90.2291202724768,-1.147525615724,0.219575095747045,-5.2261191635593,1.73104820250466e-07,8.84614431285485e-07
"AT1G14330",496.899976086284,1.83088341563735,0.350334511665826,5.22610064001853,1.73122153892686e-07,8.84614431285485e-07
"AT1G35580",2357.0670022899,1.01616462949281,0.194454526373642,5.22571857000782,1.73480055329159e-07,8.86237554115409e-07
"AT3G20470",144.950187289047,-1.80216286197434,0.344867545758666,-5.22566673535429,1.73528666155522e-07,8.8628025316917e-07
"AT1G77670",152.958873232733,-1.10228406682144,0.21094184746007,-5.22553528422141,1.73652000811002e-07,8.86704488371207e-07
"AT4G18060",436.779567064158,-0.867474421221622,0.166010609349201,-5.22541556001942,1.73764406360419e-07,8.87072733420753e-07
"AT1G11740",21.3219789322907,-3.52171096222933,0.674014230289983,-5.22498013241379,1.74173810054666e-07,8.88956641118136e-07
"AT5G45100",542.860316328572,0.915185685150652,0.175199312015306,5.22368309911342,1.75398858282134e-07,8.95001636536737e-07
"AT1G08640",1008.18517007977,-1.00367104596158,0.192209662855294,-5.22175124315785,1.77238953174884e-07,9.04181480770298e-07
"AT1G10930",162.976058245961,-1.48585760556464,0.284569306507603,-5.22142610459269,1.7755047725135e-07,9.05560900653284e-07
"AT2G26900",1784.67795642802,-1.7293532092177,0.33123246990409,-5.22096523241953,1.77992958486103e-07,9.07607447880272e-07
"AT2G04270",309.135935615928,-1.32259700657901,0.253327060168848,-5.22090694021191,1.78049000453329e-07,9.07683003468721e-07
"AT1G68400",124.1025052484,-1.76862689270577,0.338882872931033,-5.218991675232,1.79899848269831e-07,9.16906217408597e-07
"AT5G51510",259.088331476393,0.732435963878665,0.140361093934795,5.21822638557464,1.80644587506064e-07,9.20488897872832e-07
"AT3G55410",1798.16191204362,1.11934240934475,0.214509455126536,5.2181495155282,1.80719557860081e-07,9.2065784936679e-07
"AT2G04135",15.0135441886667,3.62573942090359,0.694906446981084,5.21759358638141,1.81262644374626e-07,9.23210942364219e-07
"AT3G51790",154.041716030002,0.890618063240897,0.170721705401635,5.2167828405044,1.82057490192399e-07,9.27044824018555e-07
"AT3G11820",1615.0202070612,1.44259854400028,0.276538728601369,5.21662391122001,1.82213697110753e-07,9.27625707048452e-07
"AT5G35730",470.275752799115,0.642927199095429,0.123248184310943,5.21652471141797,1.82311263343931e-07,9.27907858600709e-07
"AT1G06160",95.0993945907809,1.91854656336919,0.36779048435537,5.21641163917508,1.82422535164233e-07,9.28259620810281e-07
"AT1G58420",217.416536675874,2.68551832052339,0.514869198626965,5.21592343780717,1.82903717141986e-07,9.30493078565679e-07
"AT2G15780",12.0449482362656,6.45510908140108,1.23761062248007,5.21578351393394,1.83041855254213e-07,9.30980727416783e-07
"AT1G53000",248.325277810389,-1.01394260273513,0.194427588910724,-5.21501402355355,1.83803329343066e-07,9.34637807269197e-07
"AT4G36540",601.640040938481,-1.82723298153609,0.350431285454105,-5.21424044422368,1.84571936114808e-07,9.38240805971451e-07
"AT1G44780",62.0877423111941,-1.21217409950752,0.232474890718546,-5.21421516001523,1.84597110158431e-07,9.38240805971451e-07
"AT3G20320",411.508484798939,-0.546685498964337,0.10485186379617,-5.21388441913713,1.84926715809708e-07,9.39517138301038e-07
"AT1G35730",6.36242255391363,-2.79887736081436,0.536813021353235,-5.21387755043415,1.84933566963244e-07,9.39517138301038e-07
"AT5G27030",517.811609745997,1.1177215933702,0.214381666474346,5.21369952828478,1.85111219881713e-07,9.4020273110855e-07
"AT4G27740",556.7703626137,1.28504567644761,0.246499457072676,5.21317852667213,1.8563208930948e-07,9.42630844653168e-07
"AT4G03415",343.133819529436,-0.961430982037643,0.184430275967662,-5.21297805901575,1.85832883312994e-07,9.43432885585774e-07
"AT2G02960",425.0417133734,0.898394219863849,0.172349951835116,5.21261659952957,1.8619546192579e-07,9.45055712467047e-07
"AT1G15040",29.9689876638078,4.26333280275916,0.817919552726933,5.21241091320688,1.86402090266538e-07,9.45886430857028e-07
"AT2G22570",192.933896215759,1.10659340959242,0.21230366556006,5.21231419473238,1.86499328302597e-07,9.4616179966972e-07
"AT1G78820",463.423714909436,-2.08020220544794,0.399151113491825,-5.21156558289433,1.8725362193335e-07,9.4976969539933e-07
"AT2G22670",1891.72611915221,-1.49346695645052,0.286576181202982,-5.21141341957062,1.87407300357129e-07,9.50330248563625e-07
"AT1G18550",30.3253524349031,-1.30535349875713,0.250502530694151,-5.21093936711917,1.87886854940408e-07,9.52542659930439e-07
"AT5G12050",218.875736908793,-3.32100376693976,0.637339208114413,-5.21073193780915,1.88097064673385e-07,9.53291228910094e-07
"AT1G51940",386.562028858414,-1.851194701736,0.355267387564361,-5.21070823423281,1.88121100445742e-07,9.53291228910094e-07
"AT1G20340",25756.7189068042,-2.09868186251019,0.402777582808051,-5.21052300845239,1.88309024362279e-07,9.54023952694121e-07
"AT5G55500",394.561030742644,0.49578682592383,0.0951696959290087,5.20950309953349,1.89347044988017e-07,9.59062166217197e-07
"AT1G05460",166.265405189239,-1.01760718050523,0.195340148349498,-5.2094113222672,1.89440722824238e-07,9.59315969444359e-07
"AT3G29310",346.207525862337,0.718856674237001,0.138051861585488,5.20714944355787,1.91763650353835e-07,9.70855841225737e-07
"AT4G26680",12.5292995109523,-1.62489694381818,0.312168598144834,-5.20519025127663,1.93797953705817e-07,9.80929504527514e-07
"AT1G08800",593.069554339901,1.23298335964205,0.236928749800214,5.20402593894467,1.95016768134836e-07,9.86871799768518e-07
"AT5G08770",104.136254515707,1.20209757202611,0.23099742500106,5.20394360249078,1.9510323872989e-07,9.87082516166068e-07
"AT3G59420",92.4202916761147,-1.27347330013694,0.24477036654984,-5.2027266130585,1.96385663737889e-07,9.93342417684548e-07
"AT5G65750",913.176692905352,1.69656168897306,0.326111133468497,5.20240345960758,1.96727559236506e-07,9.94843224453235e-07
"AT5G20050",679.728468536194,1.42871241892931,0.274692528877214,5.20113315338087,1.98077124070057e-07,1.00143791452917e-06
"AT1G13280",366.930561015705,-1.06351261030647,0.204513672007054,-5.20020299801664,1.99070985268995e-07,1.00623162388722e-06
"AT1G26920",724.280904649878,-1.53114542788969,0.294464103755408,-5.19976937209811,1.99535955540122e-07,1.00835039455644e-06
"AT5G46110",18169.6911688322,-1.23593015554962,0.237736403252718,-5.19874170989205,2.00642096981302e-07,1.01370759323871e-06
"AT3G23840",79.3860076161935,-1.10718912216711,0.213045751160315,-5.19695472046263,2.02579681209632e-07,1.023262083247e-06
"AT3G14830",546.088257927757,0.661416770776505,0.127288720514388,5.19619309632185,2.03410974626624e-07,1.02721454607116e-06
"AT1G10920",249.10127383715,1.41746509576612,0.272791285490628,5.19615241086876,2.03455474403503e-07,1.02721454607116e-06
"AT1G70200",502.260305283589,-0.817897631177438,0.157441272068949,-5.19493789925206,2.04788189261282e-07,1.03370617862332e-06
"AT1G48540",559.524588144782,-0.853541397367831,0.164304364123605,-5.19487964863621,2.04852320737314e-07,1.03379289433742e-06
"AT4G19950",97.2914182096914,1.44838357457924,0.278827510250821,5.19455047056275,2.05215096862324e-07,1.03538634342682e-06
"AT5G57740",210.756626899577,1.04083009901442,0.200374200412967,5.1944317026308,2.0534613938008e-07,1.03581014819487e-06
"AT2G46870",153.532040751854,-1.05566613592438,0.203283937133314,-5.19306223015578,2.06863000384109e-07,1.0432225246123e-06
"AT1G47880",7.91470884448723,5.8570723263465,1.12795909090836,5.19262832628952,2.07345857783393e-07,1.04541815815771e-06
"AT1G02880",314.967172074865,0.861886803609149,0.166004182946241,5.19195834895476,2.08093562788499e-07,1.048947817188e-06
"AT2G02040",1154.84658219895,1.11751431368016,0.215297804770664,5.1905513614992,2.09672273837143e-07,1.05666379614241e-06
"AT5G11260",240.295380067398,1.9223440874019,0.370357801182413,5.19050518516035,2.09724281696582e-07,1.05668403533074e-06
"AT5G08010",163.448443434713,-0.557115710809816,0.107335479390826,-5.190415265965,2.09825592390764e-07,1.05695261799585e-06
"AT3G61185",7.75965866360016,5.81268559469371,1.12017490726122,5.18908748715456,2.11327098855386e-07,1.06427265841672e-06
"AT1G33390",276.188319035495,1.78700270675098,0.344385718336376,5.18895706646446,2.11475142693356e-07,1.06477468370051e-06
"AT3G61200",400.344473144816,0.91599531415456,0.176529470911755,5.1889087381475,2.11530026839886e-07,1.06480752879758e-06
"AT4G04710",11.5764787370623,2.24148739270092,0.432009807262029,5.1885104343045,2.11982885890359e-07,1.06684324149347e-06
"AT1G77770",396.036317173798,1.17539526339664,0.226574021324103,5.18768769926757,2.12921278267331e-07,1.07132100203156e-06
"AT3G19980",485.708976209147,0.518502971782278,0.0999557818125146,5.18732345823502,2.13338003924831e-07,1.07317253150946e-06
"AT1G13000",525.26819880913,0.741302616044524,0.142930306655973,5.18646208343207,2.14326635182992e-07,1.07789946401533e-06
"AT3G46370",197.371488895976,-1.23461537538926,0.238198280399142,-5.18314142873093,2.18179467075804e-07,1.0970256921843e-06
"AT1G16110",387.621417976832,1.16325939657217,0.224460704039915,5.18246345857184,2.18974276517138e-07,1.10077068957862e-06
"AT4G10110",204.434707342623,0.835191079399499,0.161185991529882,5.18153638211583,2.20065652537336e-07,1.10600445961357e-06
"AT5G28237",102.693656156052,3.85447908111553,0.743950803788926,5.18109404746221,2.20588229604017e-07,1.10823799717099e-06
"AT5G10920",270.953589162406,-1.3085442534644,0.25256230571152,-5.18107502138122,2.20610734017642e-07,1.10823799717099e-06
"AT3G29280",50.688731691922,-1.88733931453155,0.364299132945062,-5.18074061630053,2.2100663711854e-07,1.10997357118522e-06
"AT5G40470",139.476788517492,0.691071358019779,0.133412961653839,5.17994165973824,2.21955305519906e-07,1.11448390352048e-06
"AT5G27670",482.481474090301,-0.965118685625601,0.186329642230111,-5.17963043386145,2.2232591411455e-07,1.11609028202785e-06
"AT4G24400",613.186086372445,0.800778156457505,0.154619365754378,5.1790288528902,2.23043973991223e-07,1.11943975822629e-06
